City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,wurno,13.2878,5.4233,26.38,65,66,3.07,NG,1696218759
366,trincomalee,8.5711,81.2335,30.08,63,90,8.16,LK,1696218760
367,ain temouchent,35.2975,-1.1404,17.02,58,0,1.02,DZ,1696218760
368,ziniare,12.5822,-1.2983,26.91,70,95,2.46,BF,1696218760
369,okhotsk,59.3833,143.3,9.51,68,75,1.29,RU,1696218760
370,citra,29.4119,-82.1098,23.35,92,87,3.86,US,1696218760
371,dzhetygara,52.1908,61.2006,11.94,59,96,2.23,KZ,1696218760
372,kirakira,-10.4544,161.9205,28.06,81,72,6.25,SB,1696218760
373,hadibu,12.65,54.0333,26.9,79,21,2.13,YE,1696218761
374,kuragino,53.8975,92.6725,7.09,70,87,1.87,RU,1696218761
375,la gomera,14.0833,-91.05,25.46,89,60,1.87,GT,1696218761
376,taro,-8.3862,115.28,26.0,52,81,2.58,ID,1696218761
377,new norfolk,-42.7826,147.0587,22.18,18,30,4.24,AU,1696218761
378,kimberley,-28.7323,24.7623,10.83,76,0,4.12,ZA,1696218762
379,tongchuanshi,35.0806,109.0897,14.63,77,99,0.92,CN,1696218762
380,kohlu,29.8962,69.252,23.81,10,0,1.47,PK,1696218762
381,yasnogorsk,54.4803,37.6975,11.35,80,100,2.32,RU,1696218762
382,wagar,16.1525,36.2032,29.0,35,0,3.69,SD,1696218762
383,san antonio de pale,-1.4014,5.6325,25.08,84,90,4.78,GQ,1696218762
384,chonchi,-42.6128,-73.8092,5.07,98,83,0.64,CL,1696218762
385,jouy-en-josas,48.7591,2.1697,16.58,87,0,0.51,FR,1696218763
386,khandyga,62.6667,135.6,7.87,82,99,1.92,RU,1696218763
387,susangerd,31.5608,48.1831,29.67,23,42,4.1,IR,1696218763
388,umba,66.6871,34.3429,6.89,82,83,6.26,RU,1696218763
389,ryotsu-minato,38.0833,138.4333,21.38,52,67,6.0,JP,1696218763
390,atherton,53.5237,-2.4935,13.75,96,99,1.84,GB,1696218764
391,carnarvon,-24.8667,113.6333,21.96,58,59,7.66,AU,1696218764
392,guarapari,-20.6667,-40.4975,22.16,93,100,4.32,BR,1696218764
393,dzhangala,49.2167,50.3333,14.61,55,95,2.82,KZ,1696218764
394,port saint john's,-31.6229,29.5448,15.85,73,45,5.17,ZA,1696218764
395,as sulayyil,20.4607,45.5779,24.14,20,0,2.67,SA,1696218764
396,taltal,-25.4,-70.4833,15.18,80,25,0.8,CL,1696218765
397,badagry,6.4167,2.8833,25.17,90,78,2.95,NG,1696218765
398,twon-brass,4.3151,6.2418,26.2,85,83,4.28,NG,1696218765
399,blackwater,-23.5833,148.8833,28.72,38,0,5.23,AU,1696218765
400,taiyuan,37.8694,112.5603,15.92,51,0,2.0,CN,1696218765
401,kutoarjo,-7.7169,109.9128,31.2,48,22,5.53,ID,1696218765
402,chukhloma,58.7525,42.6825,7.78,96,27,3.59,RU,1696218766
403,norfolk county,42.1668,-71.2495,15.96,93,1,1.75,US,1696218766
404,ebon,4.582,168.6964,29.33,73,48,3.14,MH,1696218766
405,sirvintos,55.05,24.95,9.2,97,18,2.6,LT,1696218766
406,uelzen,52.9667,10.5667,16.32,92,82,2.53,DE,1696218766
407,antonio enes,-16.2325,39.9086,22.64,83,4,1.43,MZ,1696218766
408,kolpny,52.2282,37.0368,10.45,78,100,3.06,RU,1696218767
409,agios nikolaos,35.1914,25.7133,24.31,47,0,9.02,GR,1696218767
410,monrovia,6.3005,-10.7969,24.87,89,100,3.02,LR,1696218683
411,kajiado,-1.8524,36.7768,15.98,83,84,2.67,KE,1696218767
412,uporovo,56.3109,66.2693,10.74,75,7,5.12,RU,1696218767
413,mount gambier,-37.8333,140.7667,25.76,33,0,5.56,AU,1696218767
414,qamdo,31.1667,97.2333,13.26,41,44,1.8,CN,1696218768
415,santiago de veraguas,8.1,-80.9833,24.22,91,100,1.79,PA,1696218768
416,grande prairie,55.1667,-118.8027,9.1,87,100,1.54,CA,1696218768
417,north branch,45.5113,-92.9802,26.15,69,40,4.83,US,1696218768
418,santa elena de uairen,4.6167,-61.1333,22.31,54,80,0.51,VE,1696218768
419,el abiodh sidi cheikh,32.893,0.5484,18.48,45,0,1.12,DZ,1696218768
420,kailua-kona,19.6406,-155.9956,28.98,78,75,5.66,US,1696218769
421,porto cristo,39.5395,3.333,21.29,78,4,1.86,ES,1696218769
422,aldan,58.6031,125.3894,9.0,45,92,0.89,RU,1696218769
423,galle,6.0367,80.217,27.36,79,81,3.11,LK,1696218543
424,hirara,24.8,125.2833,30.15,74,75,10.8,JP,1696218770
425,bukama,-9.2,25.85,22.57,79,35,0.5,CD,1696218770
426,changli,39.7042,119.1506,24.96,30,84,5.06,CN,1696218770
427,labasa,-16.4167,179.3833,25.64,59,91,6.12,FJ,1696218770
428,saint-denis,48.9167,2.3333,17.28,86,0,1.54,FR,1696218770
429,tazovsky,67.4667,78.7,1.17,98,100,7.98,RU,1696218770
430,san julian,21.0167,-102.1667,19.02,48,97,1.4,MX,1696218771
431,maebaru-chuo,33.55,130.2,26.9,49,73,6.4,JP,1696218771
432,ratchaburi,13.5833,99.5333,31.64,64,82,2.68,TH,1696218771
433,kavaratti,10.5669,72.642,27.84,79,100,4.8,IN,1696218771
434,upper dir,35.2058,71.8756,21.57,35,21,1.07,PK,1696218771
435,leava,-14.3,-178.1667,25.96,79,89,11.12,WF,1696218771
436,carauari,-4.8828,-66.8958,25.54,78,83,1.06,BR,1696218771
437,margate,51.3813,1.3862,16.06,94,98,0.45,GB,1696218772
438,bogale,16.2833,95.4,25.19,95,100,2.83,MM,1696218772
439,tshikapa,-6.4167,20.8,22.16,94,96,0.32,CD,1696218772
440,pionerskiy,54.9508,20.2275,11.75,79,5,4.96,RU,1696218772
441,kidal,18.4411,1.4078,30.79,27,58,4.59,ML,1696218772
442,kolonia town,6.964,158.206,31.06,74,100,3.09,FM,1696218772
443,freetown,8.484,-13.2299,25.83,84,100,1.94,SL,1696218773
444,barra de santo antonio,-9.4047,-35.5072,20.6,80,4,1.99,BR,1696218773
445,ulundi,-28.3352,31.4162,13.1,84,100,0.61,ZA,1696218773
446,tongliao,43.6125,122.2653,24.06,17,22,3.51,CN,1696218773
447,sao miguel do guama,-1.6267,-47.4833,22.59,95,21,1.48,BR,1696218773
448,colachel,8.1667,77.25,27.45,82,97,6.03,IN,1696218774
449,port sudan,19.6175,37.2164,28.92,71,0,2.35,SD,1696218774
450,howard springs,-12.497,131.047,31.95,33,9,3.14,AU,1696218774
451,san luis de la loma,17.2706,-100.8939,26.92,83,100,1.95,MX,1696218774
452,paracuru,-3.41,-39.0306,27.28,84,40,4.84,BR,1696218774
453,tisul',55.7611,88.3122,5.37,49,98,4.42,RU,1696218775
454,vedi,39.9142,44.7222,13.66,73,100,0.43,AM,1696218775
455,nar'yan-mar,67.6713,53.087,10.62,96,89,3.58,RU,1696218775
456,saudarkrokur,65.7461,-19.6394,5.51,90,100,4.53,IS,1696218775
457,tarawa,1.419,172.984,32.05,66,20,2.06,KI,1696218775
458,marsh harbour,26.5412,-77.0636,27.41,75,91,7.31,BS,1696218775
459,oum hadjer,13.2954,19.6966,27.69,55,89,2.1,TD,1696218776
460,felipe carrillo puerto,19.5833,-88.05,24.55,96,98,0.69,MX,1696218776
461,rubtsovsk,51.5,81.25,9.46,63,0,5.26,RU,1696218776
462,caleta de carquin,-11.0925,-77.6267,18.87,87,65,5.15,PE,1696218776
463,kedrovyy,56.1667,91.8167,1.23,56,100,3.8,RU,1696218776
464,bubaque,11.2833,-15.8333,27.79,83,93,3.69,GW,1696218777
465,harstad,68.799,16.5293,5.45,95,100,1.34,NO,1696218777
466,carbonear,47.7332,-53.2148,13.4,90,5,4.29,CA,1696218777
467,perryville,37.7242,-89.8612,20.67,88,0,0.0,US,1696218765
468,troitsko-pechorsk,62.7084,56.1964,11.5,83,99,5.36,RU,1696218777
469,maintirano,-18.0667,44.0167,26.35,75,1,4.78,MG,1696218778
470,selkirk,50.1436,-96.8845,19.04,92,51,3.37,CA,1696218778
471,tonj,7.2737,28.6822,21.8,89,100,0.5,SS,1696218778
472,zhongxiang,31.1661,112.5831,16.3,91,100,5.04,CN,1696218778
473,sarina,-21.4333,149.2167,26.26,5,22,4.94,AU,1696218778
474,korfovskiy,48.2183,135.0564,12.7,90,100,1.91,RU,1696218778
475,qulsary,46.9531,54.0198,17.71,52,91,3.45,KZ,1696218779
476,constitucion,-35.3333,-72.4167,9.44,79,100,2.48,CL,1696218779
477,kapa'a,22.0752,-159.319,28.99,82,40,6.69,US,1696218779
478,villa gesell,-37.2639,-56.973,8.92,85,19,4.22,AR,1696218779
479,sola,-13.8833,167.55,27.37,74,100,5.14,VU,1696218779
480,amahai,-3.3333,128.9167,27.31,78,94,2.01,ID,1696218779
481,zahedan,29.4963,60.8629,19.95,19,0,0.0,IR,1696218780
482,kokpekty,48.75,82.4,12.54,54,50,3.38,KZ,1696218780
483,fortuna,40.5982,-124.1573,12.74,93,100,2.06,US,1696218780
484,chipinge,-20.1883,32.6236,14.15,87,100,3.29,ZW,1696218780
485,uturoa,-16.7333,-151.4333,25.9,82,15,6.76,PF,1696218780
486,bac lieu,9.285,105.7244,27.11,80,100,4.58,VN,1696218780
487,zaysan,47.4667,84.8667,13.38,55,84,1.8,KZ,1696218781
488,chalisgaon,20.4667,75.0167,28.46,59,44,3.02,IN,1696218781
489,vilyuysk,63.7553,121.6247,9.52,72,100,3.08,RU,1696218781
490,karratha,-20.7377,116.8463,33.67,18,0,7.04,AU,1696218781
491,serowe,-22.3833,26.7167,12.67,76,78,8.37,BW,1696218781
492,tot'ma,59.9747,42.7642,9.95,87,99,4.39,RU,1696218781
493,kaga bandoro,6.9896,19.1874,22.04,97,97,0.41,CF,1696218781
494,bonthe,7.5264,-12.505,26.0,87,100,1.71,SL,1696218782
495,djambala,-2.5447,14.7533,20.91,90,68,0.32,CG,1696218782
496,timbuktu,16.7735,-3.0074,33.59,26,100,2.92,ML,1696218782
497,enoch,37.7733,-113.0244,12.14,57,100,3.09,US,1696218782
498,n'zeto,-7.2312,12.8666,23.44,88,82,1.11,AO,1696218782
499,tamanrasset,22.785,5.5228,20.95,28,0,2.06,DZ,1696218783
500,suva,-18.1416,178.4415,24.71,69,75,7.72,FJ,1696218783
501,al muwayh,22.4333,41.7583,25.13,16,0,2.62,SA,1696218783
502,chaiya,9.3862,99.1986,33.58,64,100,1.16,TH,1696218783
503,skrunda,56.6833,22.0167,9.54,96,20,2.33,LV,1696218783
504,zeya,53.75,127.2667,9.38,67,93,0.89,RU,1696218783
505,amalapuram,16.5833,82.0167,28.6,75,100,3.36,IN,1696218784
506,aktau,43.65,51.2,12.32,38,5,4.85,KZ,1696218784
507,hargeysa,9.56,44.065,22.04,63,37,0.9,SO,1696218770
508,mil'kovo,55.6078,37.7956,9.08,73,93,2.71,RU,1696218784
509,owosso,42.9978,-84.1766,17.4,94,0,0.0,US,1696218784
510,fort st. john,56.2499,-120.8529,8.94,66,75,6.69,CA,1696218643
511,shahrak,34.1074,64.3052,9.76,29,0,0.66,AF,1696218785
512,pisco,-13.7,-76.2167,18.34,88,0,7.2,PE,1696218785
513,margherita,27.2833,95.6833,26.3,91,99,1.82,IN,1696218785
514,california,38.3004,-76.5074,18.14,92,0,1.54,US,1696218526
515,ponta delgada,37.7333,-25.6667,20.4,73,20,5.66,PT,1696218785
516,gamba,-2.65,10.0,24.64,89,100,3.42,GA,1696218785
517,eppstein,50.1333,8.4,15.33,84,0,0.51,DE,1696218786
518,albertina,-22.2008,-46.6158,18.11,95,80,0.77,BR,1696218786
519,naklo nad notecia,53.1421,17.6018,14.13,88,79,2.81,PL,1696218786
520,azul,-36.777,-59.8585,6.91,60,9,3.84,AR,1696218786
521,adrar,20.5022,-10.0711,27.97,19,1,1.69,MR,1696218786
522,oamaru,-45.0784,170.9801,8.83,66,42,19.15,NZ,1696218787
523,sombrerete,23.6333,-103.65,15.63,72,100,1.39,MX,1696218787
524,altai,46.3722,96.2583,5.84,57,36,1.62,MN,1696218787
525,sambava,-14.2667,50.1667,22.97,80,17,2.04,MG,1696218787
526,prince george,53.9166,-122.753,8.69,100,100,4.12,CA,1696218787
527,el calafate,-50.3408,-72.2768,2.93,67,56,2.53,AR,1696218787
528,karachi,24.9056,67.0822,28.9,61,14,2.57,PK,1696218497
529,salalah,17.0151,54.0924,25.05,73,20,2.06,OM,1696218788
530,coahuayana de hidalgo,18.7,-103.6583,27.08,94,98,0.65,MX,1696218788
531,hermosillo,29.0667,-110.9667,28.89,45,73,1.34,MX,1696218788
532,sonderborg,54.9093,9.8074,17.16,100,100,2.06,DK,1696218788
533,makurazaki,31.2667,130.3167,23.61,70,95,1.29,JP,1696218788
534,morehead city,34.7229,-76.726,20.55,80,0,2.68,US,1696218489
535,orkney,-26.9802,26.6727,11.53,78,0,3.85,ZA,1696218789
536,castillos,-34.1667,-53.8333,7.35,90,14,1.29,UY,1696218789
537,niemodlin,50.642,17.6193,14.58,90,97,1.54,PL,1696218789
538,turpan,42.9333,89.1667,25.22,24,1,2.0,CN,1696218789
539,sabang,5.8933,95.3214,27.95,77,24,6.19,ID,1696218789
540,kokopo,-4.352,152.2633,28.07,81,65,3.61,PG,1696218790
541,at taj,24.2049,23.2857,24.99,34,100,3.55,LY,1696218790
542,ouesso,1.6136,16.0517,21.29,99,41,0.39,CG,1696218790
543,aioun,16.6614,-9.6149,31.14,15,96,2.21,MR,1696218790
544,saint-pierre,-21.3393,55.4781,25.32,50,0,2.06,RE,1696218790
545,yebaishou,41.3975,119.6408,24.18,19,67,4.98,CN,1696218790
546,castrovillari,39.8203,16.2123,12.38,55,0,1.87,IT,1696218790
547,oroqen zizhiqi,50.5667,123.7167,15.78,38,2,1.76,CN,1696218791
548,san bernardo del viento,9.3533,-75.9524,27.96,86,100,3.75,CO,1696218791
549,ulsteinvik,62.3432,5.8487,13.75,85,100,4.92,NO,1696218791
550,inarajan village,13.2736,144.7484,31.54,86,14,5.76,GU,1696218791
551,kotabumi,-4.8333,104.9,33.8,36,97,3.3,ID,1696218792
552,mugumu,-1.85,34.7,18.01,74,74,1.99,TZ,1696218792
553,bargaal,11.2864,51.0773,27.28,71,64,0.75,SO,1696218792
554,upington,-28.4478,21.2561,15.21,29,0,1.54,ZA,1696218792
555,al hoceima,35.2433,-3.9309,21.57,73,3,1.54,MA,1696218792
556,nueva esperanza,15.2667,-87.6,26.79,99,99,0.92,HN,1696218792
557,mar del plata,-38.0023,-57.5575,11.16,94,20,3.6,AR,1696218792
558,eldorado,-23.7869,-54.2836,19.39,75,80,1.09,BR,1696218684
559,xinqing,48.2333,129.5,12.61,57,70,4.06,CN,1696218793
560,kalabo,-14.97,22.6814,21.38,40,15,0.99,ZM,1696218793
561,timber pines,28.4703,-82.6032,24.94,88,0,4.63,US,1696218793
562,uvira,-3.4067,29.1458,24.98,67,82,0.99,CD,1696218793
563,santa maria,-29.6842,-53.8069,9.61,93,0,0.51,BR,1696218793
564,road town,18.4167,-64.6167,29.05,80,100,7.53,VG,1696218730
565,weyburn,49.6668,-103.8511,12.12,87,100,4.63,CA,1696218621
566,puerto armuelles,8.2833,-82.8667,24.99,94,100,2.24,PA,1696218522
567,wuchang,44.9143,127.15,16.99,46,2,3.92,CN,1696218794
568,clarksville,36.5298,-87.3595,20.74,87,0,2.57,US,1696218718
569,acarau,-2.8856,-40.12,25.22,85,21,5.99,BR,1696218794
570,kuala selangor,3.35,101.25,31.99,66,91,0.73,MY,1696218794
571,richards bay,-28.783,32.0377,16.96,68,92,0.34,ZA,1696218266
572,hueytown,33.4512,-86.9967,23.19,77,0,1.54,US,1696218795
573,lobujya,27.95,86.8167,2.59,98,100,2.42,NP,1696218795
574,inhambane,-23.865,35.3833,20.99,56,75,7.2,MZ,1696218795
575,newman,37.3138,-121.0208,19.13,61,30,0.89,US,1696218795
576,kiama,-34.6833,150.8667,24.1,60,0,5.36,AU,1696218795
577,greymouth,-42.4667,171.2,9.56,83,99,10.28,NZ,1696218511
578,mont-dore,-22.2833,166.5833,26.99,61,55,6.87,NC,1696218796
